ID,House_Type,Message,Area,Rooms,Price,Date,Location
847705292,Daire,Çok acil satilk,180,4+1,355.000 TL,06 Ağustos 2020,Davutlar
838080571,Yazlık,MİS DEN MASRAFSIZ GENİŞ BAHÇELİ DENİZE YAKIN MİS YAZLIK,225,3+1,535.000 TL,03 Ağustos 2020,Davutlar
843609092,Daire,kuşadası güzelcamlı merkezde satılık daireler,95,2+1,345.000 TL,23 Temmuz 2020,Güzelçamlı Mh.
832508301,Daire,KUŞADASI DAVUTLAR MERKEZDE HAVUZLU SİTEDE FIRSAT 3+1 DUBLEKS,140,3+1,390.000 TL,16 Temmuz 2020,Davutlar
742444469,Daire,ŞOK HEMEN TAPU DAVUTLARIN TAM MERKEZİNDE ARA KAT 3+1BU FİYATAYOK,135,3+1,299.000 TL,16 Ekim 2019,Davutlar
848650723,Daire,KUŞADASI DAVUTLAR MH 3+1 BÜYÜK SATILIK DAİRE.,160,3+1,350.000 TL,09 Ağustos 2020,Davutlar
833223640,Daire,Güzel çarşıya yakın büyük dublex,200,5+1,330.000 TL,18 Haziran 2020,Davutlar
846483054,Daire,Davutlarda denize 1 km HAVUZLU SİTEDE SATILIK,100,2+1,425.000 TL,02 Ağustos 2020,Davutlar
846604705,Daire,Davutlarda Muhteşem Projede Hemen Teslim 2+1 * 3+1 Daireler,85,2+1,485.000 TL,02 Ağustos 2020,Davutlar
843151574,Yazlık,Kusadası Davutlar'da Denize 800 mt Esyalı Havuzlu Sit. Lux Villa,120,2+1,629.000 TL,21 Temmuz 2020,Davutlar
848083292,Daire,1304 EMLAKTAN SATILIK DAİRE,100,2+1,390.000 TL,07 Ağustos 2020,Davutlar
844438689,Daire,KUŞADASI GÜZELÇAMLIDA AYRI MUTFAKLI GENİŞ 2+1 DAİRE,125,2+1,295.000 TL,26 Temmuz 2020,Güzelçamlı Mh.
836663185,Yazlık,**MİS DEN **SATILIK YAZLIK,145,4+1,550.000 TL,30 Temmuz 2020,Davutlar
835910777,Daire,KUŞADASI DAVUTLAR MERKEZDE SIFIR 2+1 HAVUZLU SİTEDE SATILIK DAİR,110,2+1,275.000 TL,27 Temmuz 2020,Davutlar
827353165,Daire,3+1 Kusadası Satılık Daire,148,3+1,365.000 TL,27 Temmuz 2020,Davutlar
847077185,Daire,DAVUTLARda Havuzlu.Güvenlikli Site İçerisinde 1+1 eşyalı Daire,55,1+1,250.000 TL,04 Ağustos 2020,Davutlar
849039482,Daire,DAVUTLAR MERKEZDE SİTE İÇİ 5+1 DUBLEX DAİRE,235,5+1,430.000 TL,10 Ağustos 2020,Davutlar
834492794,Yazlık,yalı emlaktan satlık havuzlu yazlık,145,3+1,620.000 TL,23 Temmuz 2020,Güzelçamlı Mh.
843692547,Yazlık,MAYSADADA SAHİL SİTELERİNDE PLAJA YÜRÜME MESAFESİNDE SİTE İÇİNDE,250,3+1,545.000 TL,23 Temmuz 2020,Davutlar
691892185,Daire,ROTA GAYRİMENKUL DEN KUŞADASI DAVUTLAR DA HAVUZLU DAİRE,90,2+1,340.000 TL,04 Ağustos 2020,Davutlar
837986149,Daire,KUŞADASI DAVUTLARDA SIFIR EŞYALI SATILIK DAİRE,105,2+1,245.000 TL,05 Ağustos 2020,Davutlar
849708638,Yazlık,*MİS* DEN DENİZE 350 MT MASRAFSIZ YAZLIK,195,3+1,520.000 TL,12 Ağustos 2020,Davutlar
847152220,Yazlık,*MİS* EMLAKTAN KUŞADASINDA DENİZE 300 MT YAZLIK,195,4+1,670.000 TL,04 Ağustos 2020,Davutlar
839869068,Yazlık,HAVUZLU SİTEDE DENİZE YAKIN EŞYALI YAZLIK...,110,2+1,650.000 TL,08 Ağustos 2020,Davutlar
850076212,Daire,KUŞADASI DAVUTLARDA SATILIK PLAJYOLUNDA KAPALIMUTFAK 2+1 DAİRE,110,2+1,330.000 TL,13 Ağustos 2020,Davutlar
846486140,Daire,Fırsat Dairesi,80,2+1,230.000 TL,02 Ağustos 2020,Davutlar
846464418,Daire,MUHTEŞEM 4+1 ÇATI DUBLEX,180,4+1,649.999 TL,02 Ağustos 2020,Davutlar
842438562,Yazlık,Davutlar triplex yazlık,300,3+1,550.000 TL,19 Temmuz 2020,Davutlar
838535942,Daire,~~HAVUZLU SİTE İÇİ KELEPİR 1+1 DAİRE~~,60,1+1,185.000 TL,06 Ağustos 2020,Davutlar
833851387,Yazlık,**HAKAN dan** ACİL SATILIK** GENİŞ BAHÇELİ** MASRAFSIZ**YAZLIK,250,3+1,690.000 TL,22 Temmuz 2020,Davutlar
830089313,Daire,FIRSAT DAİRE Denize 150 Mt 2+1 100 Mt kare,100,2+1,259.000 TL,11 Ağustos 2020,Güzelçamlı Mh.
849977358,Daire,kuşadası davutlar merkezde satılık 1+1 daire,60,1+1,215.000 TL,13 Ağustos 2020,Davutlar
845319327,Villa,MAYS ADA'DAN DAVUTLAR SAHİL SİTELERİNDE BAKIMLI HAVUZ BAŞI VİLLA,200,4+1,685.000 TL,29 Temmuz 2020,Davutlar
848357832,Daire,KUŞADASI DAVUTLAR SATILIK ARA KAT 3+1 MERKEZİ ISITMALI DAİRE,135,3+1,280.000 TL,08 Ağustos 2020,Davutlar
733389199,Yazlık,KUŞADASI ALFA GAYRİMENKULDEN DENİZ MANZARALI YAZLIK,300,4+1,590.000 TL,25 Temmuz 2020,Caferli Köyü
845109922,Yazlık,KUŞADASINDA DENİZ MANZARALI HAVUZLU SİTEDE FORLEX4+2 YAZLIK,230,4+2,650.000 TL,28 Temmuz 2020,Davutlar
831564253,Daire,DAVUTLARDA KAPALI OTOPARKLI KÖŞE KONUMLU ARAKAT SATILIK3+1DAİRE,130,3+1,370.000 TL,05 Ağustos 2020,Davutlar
841139970,Daire,Kuşadası Satılık Daire,190,3+1,270.000 TL,13 Ağustos 2020,Davutlar
849028614,Daire,DAVUTLAR MERKEZDE HAVUZLU SİTEDE 2+1 DAİRE,95,2+1,275.000 TL,10 Ağustos 2020,Davutlar
842371690,Daire,YCS DEN MANZARALI YENİ 4+1 DUBLEX DAİRE,200,4+1,450.000 TL,18 Temmuz 2020,Güzelçamlı Mh.
822163334,Daire,KUŞADASI DAVUTLAR MERKEZDE YENİ BİNA FIRSAT 2+1,105,2+1,300.000 TL,16 Temmuz 2020,Davutlar
767331831,Daire,Davutlarda Havuzlu Site İçerisinde 2+1 Sıfır Daire,80,2+1,335.000 TL,13 Ağustos 2020,Davutlar
845603457,Daire,KUŞADASI DAVUTLAR DA ARA KAT SIFIR ACİL SATILIK YAZLIK DAİRE,55,1+1,215.000 TL,30 Temmuz 2020,Davutlar
789963063,Daire,R&L dan Kuşadası Davutlar,45,1+1,205.000 TL,24 Temmuz 2020,Davutlar
843692002,Daire,DAVUTLARDA SATILIK 1+1 DAİRE,55,1+1,175.000 TL,23 Temmuz 2020,Davutlar
845601499,Daire,KUŞADASI DAVUTLAR DA ACİL SATILIK YAZLIK KELEPİR DAİRE,140,3+1,219.000 TL,30 Temmuz 2020,Davutlar
841413981,Daire,Davutlarda merkezde 3+1,135,3+1,275.000 TL,15 Temmuz 2020,Davutlar
838236183,Daire,KELEPİR DAİRE,90,2+1,290.000 TL,06 Ağustos 2020,Güzelçamlı Mh.
826745920,Yazlık,KUŞADASI DAVUTLAR DA BAKIMLI 3+1 VİLLA FIRSATI HAVADAR SAKİN,250,3+1,475.000 TL,19 Temmuz 2020,Davutlar
792772749,Villa,KUŞADASI GÜZELÇAMLI SATILIK SIFIR MÜSTAKİL TRİPLEKS VİLLA,318,4+1,725.000 TL,25 Temmuz 2020,Güzelçamlı Mh.
849821222,Daire,KUŞADASI DAVUTLAR 2+1 SIFIR DAİRE,100,2+1,295.000 TL,13 Ağustos 2020,Davutlar
847657358,Daire,SUBAŞI SERHAT INSAAT SATILIK LÜKS DAIRELER 3+1 Açik mutfak Daire,130,3+1,295.000 TL,06 Ağustos 2020,Davutlar
742479384,Daire,KUŞADASI DAVUTLAR DA REZİDANS ÖZELLİKLİ LÜKS DAİRELER...,90,2+1,370.000 TL,07 Ağustos 2020,Davutlar
686017008,Prefabrik Ev,*AKGÜN*168 m2 Lüks Çelik Kontsrüksiyon Anahtar Teslim Ev,168,,218.400 TL,21 Temmuz 2020,Davutlar
848731943,Yazlık,GÜZELÇAMLI' DA 3+1 SÜPER LÜX DUBLEKS DAİRE,180,3+1,700.000 TL,09 Ağustos 2020,Güzelçamlı Mh.
844128837,Daire,KUŞADASI DAVUTLAR SAHİL YOLUNDA AYRI MUTFAK SIFIR 3+1 ARAKAT,130,3+1,325.000 TL,25 Temmuz 2020,Davutlar
844326448,Yazlık,YES EMLAKTAN KUŞADASINDA YAZLIK,250,3+1,600.000 TL,25 Temmuz 2020,Güzelçamlı Mh.
833621742,Daire,KAPORASI ALINMIŞTIR,75,2+1,360.000 TL,19 Temmuz 2020,Güzelçamlı Mh.
849330549,Daire,KUŞADASI DAVUTLARDA KACIRILMIYACAK FIRSAT,150,3+1,229.000 TL,11 Ağustos 2020,Davutlar
838559977,Yazlık,**MİS'DEN***SIFIR MASRAFSIZ***DENİZE 300m***GENİŞ BAHÇELİ YAZLIK,210,3+1,725.000 TL,05 Ağustos 2020,Davutlar
842045861,Yazlık,GÜZELÇAMLIDA DENİZE YAKIN BAHÇELİ 3+1 YAZLIK,150,3+1,575.000 TL,17 Temmuz 2020,Güzelçamlı Mh.
814710736,Yazlık,**HAKAN dan**YOLUN ALTINDA**MASRAFSIZ*­*BAHÇELİ**TRİBLEKS YAZLIK*,250,3+1,565.000 TL,22 Temmuz 2020,Davutlar
846779527,Daire,Kuşadası Davutlar'da Merkezi Konumlu 1+1 Asansörlü Daire,60,1+1,195.000 TL,03 Ağustos 2020,Davutlar
842369742,Daire,YCS DEN MERKEZİ SİSTEM KALORİFERLİ ARAKAT 3+1 YATIRIMLIK DAİRE,105,3+1,425.000 TL,18 Temmuz 2020,Güzelçamlı Mh.
849402968,Yazlık,denize 700 metre yazlık,110,2+1,650.000 TL,11 Ağustos 2020,Davutlar
843590497,Yazlık,KUŞADASI DAVUTLAR SAHİLİN DE YAZLIK VİLLA,180,3+1,680.000 TL,23 Temmuz 2020,Davutlar
841697326,Daire,DAVUTLAR MERKEZDE 3+1 ZEMİN KAT DAIRE,125,3+1,315.000 TL,16 Temmuz 2020,Davutlar
796748275,Yazlık,AYDIN DAVUTLAR SAHİL SİTESİNDE SATILIK TRİPLEKS VİLLA,270,4+1,690.000 TL,10 Ağustos 2020,Davutlar
845613899,Yazlık,KUŞADASINDA DENİZE 1100 M FERAH HAVUZLU ÖZEL OTOPARKLI DUBLEX,120,2+1,629.000 TL,30 Temmuz 2020,Güzelçamlı Mh.
740664378,Daire,GÜZELÇAMLI KAYNAKKENTTE MASRAFSIZ BAKIMLI 3+1 DAİRE,110,3+1,300.000 TL,09 Ağustos 2020,Güzelçamlı Mh.
843040220,Daire,KUŞADASI SSK SİTESİNDE DENİZE SIFIR EN İYİ KONUMDA HİÇ MASRAFSIZ,95,2+1,650.000 TL,21 Temmuz 2020,Davutlar
833933099,Yazlık,ZAFER EMLAKTAN DENİZE EN FAZLA 600 MTRE EŞYALI MASRAFSIZ BAHÇELİ,300,4+1,700.000 TL,10 Ağustos 2020,Davutlar
846795669,Daire,Kuşadası Davutlar sahil bölgeside2+1daire,85,2+1,230.000 TL,03 Ağustos 2020,Davutlar
842309243,Daire,KUŞADASI DAVUTLARDA 2+1SATILIK DAİRE,100,2+1,235.000 TL,18 Temmuz 2020,Davutlar
844857490,Daire,ARİA'DAN DAVUTLAR MERKEZDE 3+1 SIFIR DAİRE,140,3+1,260.000 TL,27 Temmuz 2020,Davutlar
578457662,Daire,Davutlar da Denize 500 mt yakınlıkta Özlem Sitesin de 2+1 DAİRE,80,2+1,300.000 TL,20 Temmuz 2020,Davutlar
739953401,Daire,GÜZELÇAMLI MERKEZDE 2+1 (90M2) SATILIK ARAKAT DAİRE,90,2+1,365.000 TL,29 Eylül 2019,Güzelçamlı Mh.
844185096,Daire,DAVUTLARDA FULL DENİZ VE DOĞA MANZARALI SATILIK DUBLEKS,220,4+1,525.000 TL,25 Temmuz 2020,Davutlar
671222625,Yazlık,SATILIK SON 1 ADET KÖŞE KONUMLU TEKMÜSTAKİL VİLLA,185,3+1,700.000 TL,12 Ağustos 2020,Güzelçamlı Mh.
837986120,Daire,Aydın kuşadası davutlar,268,3+1,350.000 TL,06 Ağustos 2020,Davutlar
849331588,Daire,kuşadası davutlar sıfır satılık 3+1 daire,150,3+1,390.000 TL,11 Ağustos 2020,Davutlar
847774323,Yazlık,acil satilk bu fiata bu yazlık,150,3+1,520.000 TL,06 Ağustos 2020,Davutlar
848167221,Daire,KUŞADASI DAVUTLARDA 2+1 SIFIR KAPALI OTOPARKLI DAİRE,90,2+1,234.000 TL,08 Ağustos 2020,Davutlar
840692685,Daire,KUŞADASI DAVUTLAR MH 2+1 SATILIK DAİRE.,95,2+1,235.000 TL,11 Ağustos 2020,Davutlar
759660908,Yazlık,davutlar sahil sitelerinde tripleks yazlık,130,3+1,630.000 TL,20 Temmuz 2020,Davutlar
836770470,Daire,Kuşadası satılık Merkezde masrafsız 2+1Arakat Daire,110,2+1,278.500 TL,30 Temmuz 2020,Davutlar
850047877,Daire,KUŞADASI DAVUTLARDA SATILIK HAVUZLU SİTEDE 2+1 DAİRE,100,2+1,335.000 TL,13 Ağustos 2020,Davutlar
834251555,Yazlık,Kaçırılmayacak fırsat Kuşadası DAVUTLAR da,85,2+1,219.000 TL,08 Ağustos 2020,Davutlar
834567580,Villa,DENİZE 100 METRE ÇAMLIK SAHİL SİTESİ,180,4+1,640.000 TL,22 Temmuz 2020,Güzelçamlı Mh.
804429507,Daire,merkezi konumda arakatda 2+1 sıfır havuzlu daire,110,2+1,340.000 TL,22 Mart 2020,Davutlar
845470345,Villa,Kuşadası Davutlar sevgi plajına yakın satılık villa,150,2+1,660.000 TL,29 Temmuz 2020,Davutlar
808008135,Daire,DAVUTLAR MERKEZDE ANA YOLDA ÇİFT CEPHELİ SATILIK 2+1 DAİRE,85,2+1,280.000 TL,04 Ağustos 2020,Davutlar
839105536,Daire,İÇKAYA İNŞAATTAN SIFIR KÖŞE DAİRELER,90,2+1,235.000 TL,06 Ağustos 2020,Davutlar
844129979,Daire,DAVUTLARDA DOĞAYLA İÇ İÇE 2+1 SIFIR DAİRE KAÇMAZ,95,2+1,230.000 TL,25 Temmuz 2020,Davutlar
796054747,Daire,ŞIK ELİT FERAH BAHCE İSKAN ALINMIŞ,85,2+1,380.000 TL,04 Ağustos 2020,Davutlar
840021962,Yazlık,Davut larda köşe konumlu büyük bahçeli havuzlu yazlık,180,3+1,685.000 TL,10 Ağustos 2020,Davutlar
842890023,Daire,Kuşadası Davutlar Merkezinde 300.000 TL'YE 3+1 dublex daire,190,3+1,300.000 TL,20 Temmuz 2020,Davutlar
836419214,Daire,ARİA'DAN KUŞADASI GÜZELÇAMLIK MERKEZDE SATILIK 2+1 DAIRE,85,2+1,320.000 TL,28 Temmuz 2020,Güzelçamlı Mh.
831261973,Daire,SIFIR FERAH GENİŞ BALKONLU 2+1 DAİRE,75,2+1,230.000 TL,11 Ağustos 2020,Davutlar
840107019,Daire,DAVUTLARDA ÖNÜ AÇIK KAPALI MUTFAK 3+1 DAİRE GÖRÜLMEYE DEĞER,140,3+1,330.000 TL,09 Ağustos 2020,Davutlar
729213988,Daire,DAVUTLAR MERKEZDE SATLIK DUBLEKS,160,3+1,360.000 TL,03 Ağustos 2020,Davutlar
789895428,Yazlık,MİS DEN DENİZE 300 METRE GENİŞ BAHÇELİ GENİŞ VERANDALI YAZLIK,250,4+1,600.000 TL,30 Temmuz 2020,Davutlar
847701829,Daire,KUŞADASI DAVUTLAR MH 2+1 GİRİŞ KATI ACİL SATILIK 0/64 KREDİLİ.,120,2+1,220.000 TL,06 Ağustos 2020,Davutlar
774666982,Yazlık,Hem denize hem çarşıya yakın Bahçeli yazlık,120,2+1,610.000 TL,01 Ocak 2020,Güzelçamlı Mh.
845737786,Müstakil Ev,Guzelcamli'da deniz manzarali 4 katli mustakil ev,220,4+1,625.000 TL,30 Temmuz 2020,Güzelçamlı Mh.
464616140,Daire,"KUŞADASI DAVUTLAR,DA YENİ YAPIM MANZARALI DAİRELER...",120,3+1,325.000 TL,25 Temmuz 2020,Davutlar
763611897,Daire,KUSADASİ DAVUTLAR MERKEZ DE CATİDUBLEX,220,3+1,400.000 TL,05 Ağustos 2020,Davutlar
843739451,Daire,KUŞADASI MERKEZDE SAHİLE 10 DK YÜRÜME MESAFESİNDE 3+1 DAİRE,145,3+1,260.000 TL,23 Temmuz 2020,Davutlar
849375922,Villa,GÜZELÇAMLIDA SATILIK 3+1 TRİPLEKS VİLLA,150,3+1,550.000 TL,11 Ağustos 2020,Güzelçamlı Mh.
838296254,Daire,kuşadası davutlar 2+1,140,2+1,240.000 TL,08 Ağustos 2020,Davutlar
847453347,Daire,FİLİZ EMLAKTAN MERKEZDE ARAKAT DAİRE,85,2+1,275.000 TL,05 Ağustos 2020,Davutlar
836888404,Daire,Yeni yuvam da,85,2+1,290.000 TL,30 Temmuz 2020,Davutlar
595105975,Daire,Güzelçamlıda Acil Satılık Daire,130,3+1,320.000 TL,21 Temmuz 2020,Güzelçamlı Mh.
843836497,Daire,KAPİTAL EMLAK'TAN DAVUTLAR MERKEZDE SATILIK 2+1 DAİRE,87,2+1,335.000 TL,24 Temmuz 2020,Davutlar
832902095,Daire,DAVUTLARDA ŞEHİR MERKEZİNDE FULL MANZARALI DUBLEKS DAİRE,175,3+1,350.000 TL,17 Temmuz 2020,Davutlar
839501382,Daire,Anadolu inşaattan kaplıcalar bölgesi 2+1 satılık sıfır daire,85,2+1,370.000 TL,07 Ağustos 2020,Davutlar
842399710,Daire,KUŞADASI DAVUTLARDA SIFIR 2+1 DAİRELER,90,2+1,211.000 TL,18 Temmuz 2020,Davutlar
845096708,Daire,YENİ YUVAM'DAN SATILIK 3+1 DAİRE,150,3+1,290.000 TL,28 Temmuz 2020,Davutlar
840036039,Yazlık,MET EMLAKTAN Guzelcamlida Denize 500 mt Bakimli 4+1 Yazlik,155,4+1,475.000 TL,10 Ağustos 2020,Güzelçamlı Mh.
577516938,Daire,MEDSER YAPIDAN LÜKS BEYLERBEYI PLAZA,85,2+1,490.000 TL,11 Ağustos 2020,Davutlar
719193260,Daire,GÜZELÇAMLININ MERKEZİNDE 4+1 DUBLEX DAİRE,185,4+1,520.000 TL,06 Ağustos 2019,Güzelçamlı Mh.
842048783,Daire,KUŞADASI DAVUTLAR'DA SATILIK 2+1 FUL EŞYALI DAİRE,90,2+1,275.000 TL,17 Temmuz 2020,Davutlar
835065115,Daire,lüks daire,125,3+1,355.000 TL,24 Haziran 2020,Davutlar
847457529,Daire,Aysel'den Güzelçamlida Denize 30 mt Mesafede Catı Dublex,140,2+1,670.000 TL,05 Ağustos 2020,Güzelçamlı Mh.
844006350,Yazlık,BLACK'den***DENİZE 600 M***GENİŞ BAHÇELİ***VERAND­ALI***TRİPLEX**,220,4+1,709.000 TL,24 Temmuz 2020,Davutlar
838025120,Daire,EBEVEYN BANYOLU 2+1 LÜKS DAİRE,110,2+1,250.000 TL,03 Ağustos 2020,Davutlar
848409897,Daire,2+1 DENİZ MANZARALI YAZLIK DAİRE,85,2+1,265.000 TL,08 Ağustos 2020,Davutlar
847152447,Yazlık,Kuşadası Güzelçamlı'da 3+1 Denize 700 mt Eşyalı Yazlık\Kışlık,110,3+1,675.000 TL,04 Ağustos 2020,Güzelçamlı Mh.
756986407,Yazlık,ĶUŞADASI DAVUTLAR YOL ÜSTÜ 2+1 SIFIR YAZLIKLAR,85,2+1,430.000 TL,22 Temmuz 2020,Davutlar
848965855,Daire,DAVUTLAR MERKEZDE FIRSAT DAİRE,175,3+1,257.000 TL,10 Ağustos 2020,Davutlar
842224999,Daire,HAVUZLU SİTE İÇERİSİNDE SATILIK LÜKS DAİRE 2+1 DENİZLİ EMLAKTAN,75,2+1,320.000 TL,18 Temmuz 2020,Davutlar
796333690,Daire,**MİSden**HAVUZLU SIFIR 3+1 SATILIK LÜX DAIRE,140,3+1,450.000 TL,31 Temmuz 2020,Davutlar
839269991,Daire,KUŞADASI DAVUTLARDA SİTE İÇİ EŞYALI TRİPLEKS,270,3+1,485.000 TL,07 Ağustos 2020,Davutlar
848935966,Daire,KUŞADASI DAVUTLAR MERKEZDE HAVUZLU SİTEDE SATILIK 1+1 DAİRE,60,1+1,235.000 TL,10 Ağustos 2020,Davutlar
819220248,Daire,2+1daıremiz,135,2+1,320.000 TL,13 Ağustos 2020,Davutlar
551180804,Daire,AYDIN KUŞADASI DAVUTLAR SATILIK DAİRE,100,2+1,385.000 TL,07 Ağustos 2020,Davutlar
849734630,Yazlık,1+1 satılık sıfır daire,55,1+1,240.000 TL,12 Ağustos 2020,Davutlar
791436991,Yazlık,**HAKAN'DAN**DENİZE (300) METRE MESAFEDE 4+1 TEK MÜSTAKİL,220,4+1,450.000 TL,24 Temmuz 2020,Davutlar
784214486,Daire,DAVUTLAR MERKEZDE SIFIR 3+1 DAİRE,135,3+1,235.000 TL,26 Temmuz 2020,Davutlar
847999986,Daire,KUŞADASI DAVULAR MERKEZDE 1+1 SIFR DAİRE,55,1+1,175.000 TL,07 Ağustos 2020,Davutlar
838736562,Daire,davutlar merkezde heryere yürüme mesafesinde,137,3+1,320.000 TL,04 Ağustos 2020,Davutlar
704275168,Yazlık,Kuşadası Satılık Denize 750mt Masrafsız Bahçe katı,70,1+1,300.000 TL,14 Temmuz 2020,Güzelçamlı Mh.
829415962,Daire,ULTRA LÜKS DAİRE,100,2+1,380.000 TL,10 Ağustos 2020,Davutlar
